type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,hour_of_day,distance_from_home,is_abroad,isFraud
DEBIT,30.5,79240.82,79210.32,31565.71,31596.21,18,13.42,0,0
PAYMENT,304.58,37062.9,36758.32,11016.65,11321.23,23,26.8,0,0
PAYMENT,817.34,88009.61,87192.27,24462.61,25279.95,19,5.07,0,0
TRANSFER,195.51,86456.89,86261.38,69689.72,69885.23,16,1.24,0,0
TRANSFER,109.38,70398.19,70288.81,50250.72,50360.1,20,14.27,0,0
TRANSFER,100.47,83141.39,83040.92,71445.52,71545.99,15,45.2,0,0
PAYMENT,59.07,87847.09,87788.01999999999,94696.75,94755.82,10,35.15,0,0
CASH_OUT,176.59,80170.36,79993.77,30214.25,30390.84,13,7.43,0,0
CASH_IN,75.44,73885.55,73810.11,28510.65,28586.09,18,35.33,0,0
PAYMENT,56.03,62223.61,62167.58,7832.18,7888.21,15,3.61,0,0
CASH_OUT,3777.67,60078.92,56301.25,26122.7,29900.370000000003,14,19.5,0,0
CASH_OUT,371.88,99010.52,98638.64,35618.56,35990.439999999995,11,6.23,0,0
CASH_OUT,55.41,98458.75,98403.34,63925.57,63980.98,10,31.8,0,0
CASH_OUT,31.67,15359.92,15328.25,4380.01,4411.68,8,18.51,0,0
PAYMENT,30.77,40959.25,40928.48,82423.75,82454.52,11,0.5,0,0
CASH_OUT,28.83,4573.757494395668,4544.927494395668,49652.63,49681.46,7,1.87,0,0
CASH_OUT,930.83,41515.22,40584.39,33683.68,34614.51,12,2.4,0,0
TRANSFER,46.85,5485.89,5439.04,88337.07,88383.92000000001,17,4.65,0,0
TRANSFER,141.35,18271.15,18129.800000000003,66062.26,66203.61,6,2.45,0,0
PAYMENT,240.89,54015.67,53774.78,94506.69,94747.58,14,60.4,0,0
PAYMENT,167.86,49069.82,48901.96,84391.14,84559.0,13,69.2,0,0
PAYMENT,17.04,94225.93,94208.89,64340.91,64357.950000000004,9,2.37,1,0
CASH_OUT,22.56,19493.7,19471.14,79878.55,79901.11,9,3.64,0,0
PAYMENT,5.46,17344.27,17338.81,24617.0,24622.46,10,4.0,0,0
CASH_IN,1245.3,89471.68,88226.37999999999,4889.78,6135.08,11,4.54,0,0
PAYMENT,209.65,25023.24,24813.59,1301.88,1511.5300000000002,13,21.13,0,0
CASH_OUT,149.36,58158.44,58009.08,43553.05,43702.41,9,49.1,0,0
CASH_OUT,175.94,25692.97,25517.030000000002,13037.42,13213.36,10,8.63,0,0
CASH_IN,18.0,2650.66,2632.66,29712.62,29730.62,10,1.62,0,0
CASH_OUT,132.1,31746.71,31614.61,45392.65,45524.75,20,2.33,0,0
PAYMENT,85.58,99893.35,99807.77,81622.49,81708.07,11,5.31,0,0
DEBIT,292.01,23296.38,23004.370000000003,25765.53,26057.539999999997,13,8.15,0,0
CASH_IN,1659.36,7800.71,6141.35,27624.44,29283.8,9,16.51,0,0
DEBIT,33.17,68324.92,68291.75,17163.02,17196.19,8,0.75,0,0
TRANSFER,92911.3,92911.3,0.0,200.0,93111.3,4,308.87,0,1
PAYMENT,541.08,60773.02,60231.939999999995,24689.63,25230.710000000003,10,17.84,1,0
PAYMENT,75.86,85422.61,85346.75,9759.54,9835.400000000001,15,0.89,0,0
DEBIT,48.4,84309.31,84260.91,23296.34,23344.74,12,21.94,0,0
PAYMENT,386.17,26830.21,26444.04,98237.06,98623.23,15,14.51,0,0
TRANSFER,44.8,50279.58,50234.78,63445.84,63490.64,9,37.93,0,0
PAYMENT,145.19,8118.08,7972.89,51214.11,51359.3,15,8.64,0,0
PAYMENT,62.4,41215.2,41152.799999999996,9356.95,9419.35,18,5.35,0,0
PAYMENT,140.0,58331.91,58191.91,83745.56,83885.56,13,8.04,0,0
CASH_IN,65.79,55450.84,55385.049999999996,18518.99,18584.780000000002,17,1.01,0,0
PAYMENT,5.0,35110.32,35105.32,9049.53,9054.53,7,5.04,0,0
PAYMENT,62.03,77129.4,77067.37,12023.42,12085.45,9,56.61,0,0
PAYMENT,171.11,13570.88,13399.769999999999,31672.45,31843.56,11,1.58,0,0
PAYMENT,114.42,59914.66,59800.240000000005,83969.75,84084.17,18,0.68,0,0
DEBIT,429.76,95315.75,94885.99,30760.67,31190.429999999997,9,4.55,0,0
PAYMENT,118.93,90830.46,90711.53000000001,51321.5,51440.43,8,2.34,0,0
CASH_IN,139.44,79545.93,79406.48999999999,94422.52,94561.96,7,5.59,0,0
TRANSFER,17.86,91731.42,91713.56,58002.73,58020.590000000004,15,69.27,0,0
CASH_OUT,30.81,71683.04,71652.23,69999.55,70030.36,15,4.4,0,0
PAYMENT,199.8,74615.79,74415.98999999999,55637.09,55836.89,13,2.08,0,0
CASH_IN,120.36,93717.89,93597.53,34904.97,35025.33,11,0.63,0,0
PAYMENT,1192.78,27504.5,26311.72,33164.01,34356.79,5,21.06,0,0
PAYMENT,24.48,45748.47,45723.99,75274.71,75299.19,19,3.32,0,0
CASH_OUT,917.44,71144.85,70227.41,12106.27,13023.710000000001,8,26.45,0,0
CASH_IN,445.12,59421.41,58976.29,4918.28,5363.4,12,10.83,0,0
TRANSFER,161.12,98849.27,98688.15000000001,82409.09,82570.20999999999,8,4.48,0,0
PAYMENT,162.12,9934.37,9772.25,83535.8,83697.92,11,6.3,0,0
CASH_OUT,419.98,63234.01,62814.03,75382.19,75802.17,9,28.64,0,0
CASH_IN,285.9,15930.67,15644.77,99212.16,99498.06,16,37.31,0,0
CASH_IN,90.11,50705.37,50615.26,52873.55,52963.66,2,11.9,0,0
TRANSFER,356.26,82941.65,82585.39,90180.07,90536.33,10,15.45,0,0
PAYMENT,366.29,18275.84,17909.55,31995.69,32361.98,9,19.09,0,0
CASH_IN,312.57,90993.95,90681.37999999999,62776.41,63088.98,16,66.32,0,0
PAYMENT,92.61,38308.38,38215.77,56438.52,56531.13,19,0.5,0,0
CASH_OUT,47823.46,58886.43,11062.970000000001,0.0,47823.46,22,45.1,0,1
CASH_OUT,782.1,27665.48,26883.38,7253.83,8035.93,18,15.37,0,0
CASH_OUT,778.0,64328.58,63550.58,6929.07,7707.07,6,1.39,0,0
TRANSFER,130.52,88624.68,88494.15999999999,60377.65,60508.17,15,19.63,0,0
CASH_OUT,46.71,99924.44,99877.73,59887.36,59934.07,8,0.76,0,0
CASH_OUT,51.32,23210.51,23159.19,60014.02,60065.34,8,1.46,0,0
PAYMENT,365.58,4774.798224575515,4409.218224575515,28227.74,28593.320000000003,7,64.03,1,0
CASH_OUT,53.21,9403.99,9350.78,37065.5,37118.71,16,51.89,0,0
TRANSFER,600.77,5022.766219432495,4421.996219432494,75329.54,75930.31,14,12.52,0,0
PAYMENT,137.75,19558.64,19420.89,18237.84,18375.59,11,12.65,0,0
CASH_IN,147.9,41801.83,41653.93,43744.01,43891.91,9,21.07,0,0
TRANSFER,48095.85,65060.7,16964.85,2000.0,50095.85,19,287.93,0,1
TRANSFER,35.4,58239.4,58204.0,22270.61,22306.010000000002,18,7.91,0,0
CASH_OUT,250.65,37407.67,37157.02,10473.23,10723.88,15,0.8,0,0
PAYMENT,140.0,35638.09,35498.09,41530.84,41670.84,16,62.36,0,0
CASH_OUT,19.62,72462.71,72443.09000000001,7745.41,7765.03,11,13.01,0,0
PAYMENT,318.98,89449.87,89130.89,74999.05,75318.03,11,0.95,0,0
PAYMENT,126.03,5856.89,5730.860000000001,64502.46,64628.49,13,30.08,0,0
CASH_OUT,459.61,61951.13,61491.52,28839.44,29299.05,12,9.29,0,0
CASH_OUT,72.77,75981.28,75908.51,94516.67,94589.44,14,8.56,1,0
TRANSFER,23652.48,23652.48,0.0,0.0,23652.48,12,60.54,1,1
CASH_OUT,135.05,90453.31,90318.26,23986.46,24121.51,19,5.96,0,0
CASH_OUT,1036.21,99829.77,98793.56,11560.07,12596.279999999999,8,8.25,0,0
CASH_OUT,113.78,83545.16,83431.38,92218.77,92332.55,17,33.24,0,0
CASH_IN,280.68,43722.33,43441.65,30192.95,30473.63,9,14.0,0,0
CASH_OUT,716.12,45939.71,45223.59,30351.17,31067.289999999997,10,5.45,0,0
TRANSFER,43.13,25996.99,25953.86,70375.47,70418.6,8,0.5,0,0
TRANSFER,64.03,92088.2,92024.17,95631.2,95695.23,8,13.76,0,0
CASH_OUT,815.34,78847.09,78031.75,79582.55,80397.89,9,6.44,0,0
CASH_IN,69.83,9456.89,9387.06,65477.88,65547.70999999999,7,40.54,0,0
PAYMENT,243.45,39225.2,38981.75,32512.98,32756.43,9,2.49,0,0
PAYMENT,708.65,9779.57,9070.92,73990.62,74699.26999999999,15,0.63,0,0
PAYMENT,961.29,44360.39,43399.1,62649.97,63611.26,6,3.86,0,0
PAYMENT,272.13,95820.58,95548.45,71116.15,71388.28,12,23.34,0,0
CASH_IN,331.75,43519.28,43187.53,79738.21,80069.96,8,1.48,0,0
CASH_OUT,96.49,66477.47,66380.98,85721.76,85818.25,9,1.03,0,0
PAYMENT,70.19,44811.44,44741.25,3576.29,3646.48,14,0.5,0,0
TRANSFER,103.62,91989.48,91885.86,9446.78,9550.400000000001,10,4.27,0,0
TRANSFER,54.31,88178.09,88123.78,56002.32,56056.63,19,5.91,0,0
PAYMENT,332.68,51889.15,51556.47,6502.7,6835.38,17,13.71,0,0
PAYMENT,111.98,76364.38,76252.40000000001,80698.41,80810.39,16,7.14,0,0
CASH_OUT,41.85,88759.06,88717.20999999999,90300.26,90342.11,15,4.05,0,0
CASH_IN,1680.45,47612.81,45932.36,18359.82,20040.27,12,5.72,0,0
CASH_IN,223.99,60348.61,60124.62,45259.77,45483.759999999995,14,20.15,0,0
CASH_OUT,76257.79,100556.27,24298.48000000001,200.0,76457.79,14,91.66,0,1
DEBIT,276.66,4010.18,3733.52,85800.76,86077.42,7,23.59,0,0
PAYMENT,358.14,56174.87,55816.73,63501.97,63860.11,18,7.18,0,0
PAYMENT,766.67,19087.48,18320.81,61676.46,62443.13,8,27.68,0,0
CASH_OUT,23.82,18187.75,18163.93,10492.87,10516.69,6,34.06,0,0
PAYMENT,152.75,19838.67,19685.92,77712.42,77865.17,8,3.08,0,0
CASH_OUT,22.37,17874.28,17851.91,54528.73,54551.100000000006,15,59.94,0,0
DEBIT,154.98,71551.92,71396.94,81567.81,81722.79,8,16.38,0,0
PAYMENT,89.25,19213.95,19124.7,30179.63,30268.88,9,38.96,0,0
CASH_OUT,625.51,88938.27,88312.76000000001,80967.95,81593.45999999999,14,24.68,0,0
DEBIT,266.31,21756.45,21490.14,90321.25,90587.56,9,40.87,0,0
PAYMENT,360.4,65186.1,64825.7,21074.28,21434.68,15,4.36,0,0
CASH_IN,43.38,11942.45,11899.070000000002,53025.4,53068.78,9,32.58,0,0
CASH_IN,43.11,60777.68,60734.57,97516.85,97559.96,12,35.97,0,0
PAYMENT,59.17,79298.67,79239.5,20292.74,20351.91,16,28.65,0,0
PAYMENT,444.62,3123.5713461186087,2678.951346118609,74858.11,75302.73,19,32.43,0,0
TRANSFER,656.95,48191.74,47534.79,61879.43,62536.38,10,2.49,0,0
PAYMENT,32.4,45742.66,45710.26,11957.82,11990.22,5,9.3,0,0
TRANSFER,704.08,84426.38,83722.3,77446.09,78150.17,8,2.43,0,0
PAYMENT,91.12,64688.87,64597.75,75734.54,75825.65999999999,7,7.9,0,0
DEBIT,6.07,4511.21,4505.14,60789.04,60795.11,15,11.49,0,0
TRANSFER,757.96,64096.17,63338.21,62425.15,63183.11,1,46.34,0,0
TRANSFER,66336.16,66336.16,0.0,0.0,66336.16,22,155.83,0,1
CASH_OUT,61.58,79152.94,79091.36,2310.6,2372.18,10,46.07,0,0
CASH_OUT,546.33,14469.03,13922.7,83138.38,83684.71,2,6.41,0,0
CASH_OUT,218.44,92168.82,91950.38,27679.08,27897.52,18,5.28,0,0
CASH_OUT,8.17,85391.82,85383.65000000001,71241.27,71249.44,16,87.3,1,0
PAYMENT,327.88,30194.59,29866.71,77237.0,77564.88,17,24.09,0,0
PAYMENT,62.65,63797.07,63734.42,35838.33,35900.98,8,0.67,0,0
TRANSFER,113.17,85840.12,85726.95,89947.18,90060.34999999999,14,26.25,0,0
CASH_OUT,54.59,24188.84,24134.25,81151.87,81206.45999999999,16,54.04,0,0
CASH_OUT,14.11,81272.16,81258.05,48654.01,48668.12,0,6.33,0,0
TRANSFER,88000.51,112660.46,24659.95000000001,0.0,88000.51,6,387.21,1,1
PAYMENT,268.0,42702.35,42434.35,38453.59,38721.59,8,17.77,0,0
CASH_OUT,274.97,12837.83,12562.86,42039.06,42314.03,12,2.95,0,0
PAYMENT,322.83,91664.05,91341.22,95474.43,95797.26,7,32.92,0,0
PAYMENT,538.08,93385.99,92847.91,25537.15,26075.230000000003,17,16.98,0,0
PAYMENT,329.19,3988.85,3659.66,38389.28,38718.47,15,15.79,0,0
CASH_OUT,314.53,91618.97,91304.44,50720.41,51034.94,9,22.1,0,0
TRANSFER,69793.81,69793.81,0.0,0.0,69793.81,17,323.18,1,1
CASH_OUT,20.08,11236.07,11215.99,84047.0,84067.08,15,1.56,0,0
PAYMENT,72.42,78646.42,78574.0,31487.66,31560.079999999998,7,20.39,0,0
PAYMENT,72.23,22868.8,22796.57,63506.99,63579.22,16,41.64,0,0
CASH_OUT,181.05,50752.28,50571.229999999996,8284.71,8465.759999999998,10,119.36,0,0
TRANSFER,88931.88,139240.84,50308.95999999999,200.0,89131.88,5,303.39,0,1
CASH_IN,49.2,28129.35,28080.149999999998,1293.69,1342.89,17,12.52,0,0
TRANSFER,45.73,29503.78,29458.05,10862.76,10908.49,11,9.53,0,0
TRANSFER,26743.24,29425.72,2682.4799999999996,0.0,26743.24,12,43.46,0,1
CASH_OUT,10.88,40503.06,40492.18,10189.72,10200.599999999999,8,5.72,0,0
PAYMENT,408.95,28089.13,27680.18,95667.84,96076.79,15,14.81,0,0
PAYMENT,23.05,42276.11,42253.06,44568.88,44591.93,10,64.83,0,0
CASH_OUT,1407.86,63570.32,62162.46,99412.93,100820.79,11,34.91,0,0
PAYMENT,66.76,66871.12,66804.36,44153.13,44219.89,10,3.0,0,0
TRANSFER,2352.48,12707.11,10354.630000000001,68727.35,71079.83,15,16.11,0,0
CASH_OUT,21.87,18024.8,18002.93,98847.73,98869.59999999999,21,45.76,0,0
PAYMENT,386.61,74539.15,74152.54,15089.11,15475.720000000001,8,4.8,0,0
PAYMENT,703.65,91841.86,91138.21,11757.48,12461.13,13,0.91,0,0
CASH_OUT,178.03,24972.68,24794.65,82802.89,82980.92,11,19.03,0,0
CASH_OUT,180.92,73682.88,73501.96,79302.26,79483.18,6,11.45,0,0
CASH_OUT,7988.94,69440.15,61451.20999999999,40913.56,48902.5,17,71.4,0,0
TRANSFER,43.05,37022.28,36979.229999999996,33353.05,33396.100000000006,8,3.52,0,0
PAYMENT,25.56,5452.18,5426.62,33392.19,33417.75,17,16.44,0,0
TRANSFER,81.97,80699.03,80617.06,4335.17,4417.14,7,23.97,0,0
CASH_OUT,3754.7,7552.772487399141,3798.072487399141,23931.66,27686.36,17,3.15,0,0
TRANSFER,439.36,89418.71,88979.35,30876.09,31315.45,8,10.68,0,0
PAYMENT,81.65,46858.26,46776.61,63331.72,63413.37,6,18.04,0,0
PAYMENT,158.88,96421.53,96262.65,11270.6,11429.48,13,1.17,0,0
CASH_OUT,77.66,32404.92,32327.26,68848.05,68925.71,11,3.46,0,0
PAYMENT,191.2,96734.24,96543.04000000001,43608.18,43799.38,17,11.75,0,0
CASH_OUT,106.59,78700.44,78593.85,28957.92,29064.51,15,23.23,0,0
DEBIT,59.02,86842.51,86783.48999999999,62119.46,62178.479999999996,10,67.86,0,0
PAYMENT,500.42,31941.31,31440.890000000003,13010.5,13510.92,12,42.15,0,0
PAYMENT,16.75,78045.56,78028.81,83867.04,83883.79,21,17.2,0,0
TRANSFER,346.53,32131.85,31785.32,25996.61,26343.14,8,0.5,0,0
CASH_IN,150.41,52822.79,52672.38,57145.61,57296.020000000004,16,44.29,0,0
TRANSFER,29.12,12804.14,12775.019999999999,13222.38,13251.5,15,12.07,0,0
CASH_IN,1086.98,20669.6,19582.62,74089.5,75176.48,10,9.39,0,0
CASH_IN,57.35,3218.1471571580523,3160.7971571580524,96092.87,96150.22,15,13.82,0,0
PAYMENT,849.36,41145.43,40296.07,41738.01,42587.37,18,26.38,0,0
PAYMENT,483.73,43482.9,42999.17,78313.08,78796.81,20,39.87,0,0
CASH_IN,21.3,16682.01,16660.71,34791.95,34813.25,15,30.52,0,0
TRANSFER,111.79,90835.83,90724.04000000001,99277.77,99389.56,10,10.03,0,0
CASH_OUT,85.94,29297.44,29211.5,42738.92,42824.86,11,16.59,0,0
PAYMENT,13.07,7909.84,7896.77,94692.9,94705.97,18,5.91,0,0
CASH_IN,11.3,46864.5,46853.2,73718.68,73729.98,14,55.57,0,0
CASH_OUT,41.85,68344.04,68302.18999999999,61121.0,61162.85,3,13.46,0,0
TRANSFER,140.01,25839.83,25699.820000000003,79896.73,80036.73999999999,3,19.46,0,0
CASH_OUT,5672.99,53456.73,47783.740000000005,39990.58,45663.57,13,19.47,0,0
TRANSFER,1513.86,5849.015199560746,4335.155199560746,48337.41,49851.270000000004,14,21.31,0,0
PAYMENT,1056.9,4087.612373467613,3030.712373467613,89372.11,90429.01,7,23.91,0,0
PAYMENT,240.45,93753.01,93512.56,83435.24,83675.69,13,6.0,0,0
CASH_OUT,379.64,54273.57,53893.93,61541.15,61920.79,17,7.97,0,0
PAYMENT,179.27,59664.48,59485.21000000001,21937.25,22116.52,8,10.75,0,0
PAYMENT,48.44,95727.73,95679.29,83566.18,83614.62,12,29.65,0,0
PAYMENT,651.59,84403.92,83752.33,50015.86,50667.45,17,4.49,0,0
CASH_IN,70.25,5924.89,5854.64,39937.89,40008.14,17,1.64,0,0
DEBIT,430.04,92927.37,92497.33,35789.25,36219.29,18,26.93,0,0
CASH_IN,932.17,89038.45,88106.28,27049.08,27981.25,8,13.39,0,0
CASH_IN,97.86,94627.62,94529.76,71791.48,71889.34,15,43.33,0,0
CASH_OUT,480.56,34023.84,33543.28,87342.2,87822.76,21,6.62,0,0
CASH_OUT,27.9,49630.51,49602.61,80346.96,80374.86,12,28.89,0,0
CASH_IN,1023.14,37603.45,36580.31,22411.73,23434.87,13,9.02,0,0
PAYMENT,12.42,4981.03,4968.61,6694.86,6707.28,15,0.62,0,0
CASH_OUT,2753.89,62837.63,60083.74,52421.45,55175.34,14,7.27,0,0
DEBIT,265.68,78692.66,78426.98000000001,4787.22,5052.900000000001,12,37.96,0,0
PAYMENT,154.6,81477.05,81322.45,85125.31,85279.91,11,5.55,0,0
PAYMENT,9.81,72842.07,72832.26000000001,49410.16,49419.97,18,0.54,0,0
DEBIT,1715.38,13813.24,12097.86,52305.55,54020.93,12,22.03,0,0
TRANSFER,1587.31,34974.22,33386.91,55057.14,56644.45,1,6.78,0,0
PAYMENT,196.78,51969.13,51772.35,78934.51,79131.29,9,25.03,0,0
CASH_OUT,130.67,11191.91,11061.24,48696.92,48827.59,17,20.49,0,0
PAYMENT,106.9,16508.77,16401.87,92928.83,93035.73,16,9.57,0,0
CASH_OUT,195.0,48939.75,48744.75,71465.19,71660.19,12,2.46,0,0
TRANSFER,20469.65,20469.65,0.0,0.0,20469.65,22,291.53,0,1
TRANSFER,20.54,57121.23,57100.69,82649.69,82670.23,20,1.99,0,0
CASH_OUT,29011.36,29011.36,0.0,0.0,29011.36,4,327.98,0,1
CASH_OUT,5.0,61482.25,61477.25,40051.47,40056.47,13,8.21,0,0
CASH_IN,379.26,28914.05,28534.79,20661.69,21040.949999999997,2,1.61,0,0
TRANSFER,173.26,88830.76,88657.5,73420.13,73593.39,13,60.64,0,0
PAYMENT,15.59,8417.26,8401.67,79464.86,79480.45,12,20.38,0,0
TRANSFER,459.62,14926.44,14466.82,82781.46,83241.08,12,7.39,0,0
CASH_OUT,1505.77,86086.36,84580.59,42348.45,43854.219999999994,6,18.61,1,0
CASH_OUT,1325.5,42770.94,41445.44,35510.63,36836.13,7,19.87,0,0
CASH_OUT,5.0,74718.7,74713.7,31764.19,31769.19,8,9.76,1,0
PAYMENT,1882.85,23354.7,21471.850000000002,69868.32,71751.17000000001,15,2.87,0,0
TRANSFER,3041.49,31672.59,28631.1,15886.19,18927.68,7,11.43,0,0
PAYMENT,290.26,5603.04,5312.78,87006.24,87296.5,19,19.38,0,0
DEBIT,961.91,60860.77,59898.85999999999,46352.4,47314.310000000005,8,28.84,0,0
CASH_OUT,275.15,86574.61,86299.46,8119.64,8394.79,4,3.79,0,0
CASH_OUT,413.69,17267.52,16853.83,3919.83,4333.5199999999995,9,19.63,0,0
CASH_OUT,2767.23,62640.81,59873.579999999994,16095.76,18862.99,9,13.7,0,0
PAYMENT,116.73,67286.49,67169.76000000001,20417.27,20534.0,13,9.4,0,0
TRANSFER,143.75,93539.38,93395.63,73853.17,73996.92,12,64.51,0,0
TRANSFER,149.47,37726.6,37577.13,39892.04,40041.51,12,2.45,0,0
CASH_OUT,47.87,22212.18,22164.31,33251.3,33299.170000000006,0,6.25,0,0
TRANSFER,125.66,3522.7,3397.04,41744.09,41869.75,13,29.75,0,0
PAYMENT,158.23,64803.9,64645.67,5719.53,5877.759999999999,17,25.59,0,0
TRANSFER,156.68,33262.07,33105.39,37662.23,37818.91,15,7.02,0,0
CASH_OUT,69.08,3968.806618703884,3899.726618703884,65231.21,65300.29,8,5.43,0,0
CASH_OUT,6.17,26121.57,26115.4,23940.13,23946.3,15,25.19,0,0
PAYMENT,335.61,31476.01,31140.399999999998,9267.86,9603.470000000001,4,20.47,0,0
PAYMENT,342.57,11301.22,10958.65,56062.75,56405.32,19,13.27,0,0
CASH_OUT,718.68,83326.17,82607.49,96816.23,97534.90999999999,13,8.8,0,0
CASH_IN,704.3,63004.88,62300.579999999994,72628.89,73333.19,13,2.69,0,0
CASH_IN,130.36,99125.92,98995.56,96212.43,96342.79,7,1.74,0,0
CASH_IN,1625.53,83850.8,82225.27,73682.48,75308.01,9,29.92,0,0
PAYMENT,121.42,20560.45,20439.030000000002,90450.21,90571.63,7,0.92,0,0
CASH_OUT,18.4,76152.34,76133.94,80198.08,80216.48,13,32.46,0,0
PAYMENT,1336.17,85431.14,84094.97,90634.53,91970.7,23,1.68,0,0
CASH_OUT,627.28,29452.69,28825.41,24161.54,24788.82,9,9.74,0,0
CASH_OUT,270.81,16188.49,15917.68,40688.96,40959.77,19,18.98,0,0
PAYMENT,30.51,82384.01,82353.5,18390.1,18420.609999999997,14,11.72,0,0
PAYMENT,54.37,64518.75,64464.38,88435.93,88490.29999999999,8,1.29,0,0
PAYMENT,117.64,92341.51,92223.87,97466.71,97584.35,11,15.13,0,0
TRANSFER,1190.86,79880.93,78690.06999999999,74691.67,75882.53,17,3.7,0,0
TRANSFER,281.56,56861.51,56579.950000000004,44801.84,45083.399999999994,11,38.01,0,0
CASH_OUT,1101.52,56367.71,55266.19,5138.41,6239.93,11,111.74,0,0
PAYMENT,14.49,66501.94,66487.45,32354.15,32368.640000000003,20,27.52,0,0
CASH_OUT,153.62,51769.87,51616.25,59720.61,59874.23,3,18.83,0,0
PAYMENT,1070.14,16613.2,15543.060000000001,74857.43,75927.56999999999,9,7.82,0,0
CASH_IN,74.27,65066.14,64991.87,11828.03,11902.300000000001,13,7.9,0,0
TRANSFER,61.42,32213.16,32151.74,61441.62,61503.04,11,2.75,0,0
CASH_OUT,65980.33,65980.33,0.0,0.0,65980.33,4,119.15,1,1
CASH_OUT,57683.25,59685.76,2002.510000000002,0.0,57683.25,3,76.08,1,1
PAYMENT,20.73,95745.96,95725.23000000001,86497.18,86517.90999999999,11,21.2,0,0
TRANSFER,5.0,35012.77,35007.77,91982.43,91987.43,15,8.16,0,0
PAYMENT,329.76,86565.89,86236.13,38151.67,38481.43,9,4.11,1,0
CASH_OUT,48.93,81147.32,81098.39000000001,94308.81,94357.73999999999,8,2.19,0,0
DEBIT,37.25,30862.46,30825.21,68183.58,68220.83,11,19.73,0,0
CASH_OUT,1532.9,18375.9,16843.0,88184.31,89717.20999999999,9,8.81,0,0
TRANSFER,172.43,17718.84,17546.41,48650.43,48822.86,15,9.75,0,0
CASH_IN,101.83,49465.62,49363.79,47655.76,47757.590000000004,8,6.9,0,0
TRANSFER,166.01,47613.52,47447.509999999995,82798.31,82964.31999999999,11,14.58,0,0
PAYMENT,518.16,22292.75,21774.59,9183.8,9701.96,22,2.2,0,0
PAYMENT,333.48,10631.73,10298.25,62183.22,62516.700000000004,17,32.81,0,0
TRANSFER,65.27,38127.48,38062.21000000001,15705.43,15770.7,19,12.99,1,0
PAYMENT,94.99,11367.5,11272.51,500.17,595.16,13,1.84,0,0
CASH_OUT,664.14,43701.13,43036.99,17097.93,17762.07,18,13.83,0,0
PAYMENT,53.72,37293.9,37240.18,95174.53,95228.25,12,8.1,0,0
CASH_OUT,17.05,89473.78,89456.73,61358.62,61375.670000000006,18,9.83,0,0
CASH_OUT,299.64,70099.29,69799.65,55666.3,55965.94,19,48.34,0,0
DEBIT,78.69,67079.72,67001.03,60151.72,60230.41,11,33.35,0,0
PAYMENT,169.97,27157.0,26987.03,39754.05,39924.020000000004,14,16.89,0,0
CASH_OUT,198.76,27931.18,27732.420000000002,66322.54,66521.29999999999,9,36.28,0,0
CASH_OUT,1855.99,14338.0,12482.01,94994.8,96850.79000000001,9,26.01,0,0
TRANSFER,1611.98,16690.51,15078.529999999999,70266.38,71878.36,13,4.89,0,0
CASH_IN,317.64,63787.47,63469.83,48116.14,48433.78,7,5.68,0,0
CASH_OUT,135.15,32227.23,32092.079999999998,57497.15,57632.3,12,7.92,0,0
CASH_IN,57.17,16185.94,16128.77,87012.81,87069.98,15,9.37,0,0
CASH_OUT,44.19,16195.34,16151.15,79349.07,79393.26000000001,8,28.0,0,0
PAYMENT,165.05,95355.27,95190.22,77207.71,77372.76000000001,13,124.8,0,0
TRANSFER,61.94,54149.51,54087.57,91691.37,91753.31,1,18.35,0,0
PAYMENT,156.22,46788.06,46631.84,99547.47,99703.69,8,28.78,0,0
CASH_OUT,31.37,48524.19,48492.82,27421.05,27452.42,13,30.53,1,0
PAYMENT,22.12,74232.35,74210.23000000001,19554.79,19576.91,8,29.94,0,0
TRANSFER,563.27,79644.67,79081.4,36904.13,37467.399999999994,17,28.63,0,0
PAYMENT,1902.46,61517.9,59615.44,80498.52,82400.98000000001,10,38.05,0,0
CASH_OUT,254.76,43073.51,42818.75,12043.87,12298.630000000001,7,6.03,0,0
PAYMENT,205.09,49776.08,49570.990000000005,44142.32,44347.409999999996,12,48.29,0,0
PAYMENT,118.01,54710.9,54592.89,14528.46,14646.47,13,12.74,0,0
CASH_OUT,61.44,4997.02,4935.580000000001,10275.56,10337.0,13,2.23,0,0
DEBIT,202.35,58709.05,58506.700000000004,99943.57,100145.92000000001,10,59.92,0,0
CASH_OUT,704.06,34927.16,34223.100000000006,3707.89,4411.95,9,13.93,0,0
PAYMENT,2201.48,57645.88,55444.399999999994,12342.24,14543.72,15,22.67,0,0
CASH_IN,19.23,4614.41,4595.18,15803.73,15822.96,11,7.31,0,0
CASH_OUT,11.6,11456.89,11445.289999999999,77268.68,77280.28,14,29.28,0,0
PAYMENT,47.37,46228.72,46181.35,32301.69,32349.059999999998,14,6.92,0,0
PAYMENT,444.97,12539.24,12094.27,15983.27,16428.24,8,2.89,0,0
TRANSFER,945.97,21711.6,20765.629999999997,78401.63,79347.6,16,31.73,0,0
DEBIT,399.07,31762.38,31363.31,27134.01,27533.079999999998,10,52.1,0,0
CASH_OUT,38.71,13724.84,13686.130000000001,14681.07,14719.779999999999,0,12.72,0,0
PAYMENT,37.08,15164.13,15127.05,82233.96,82271.04000000001,10,2.78,0,0
CASH_IN,55.49,62761.9,62706.41,91766.69,91822.18000000001,8,16.98,0,0
